split_index,outer_seed,architecture,n_base_models,MAE,RMSE,R2,Pearson_r,Spearman_r,training_time,prediction_time
9,131,RF + XGBoost + DNN,3,0.11477929798976716,0.17469685739260402,0.8652594481207772,0.9305488218531212,0.9193502957469556,206.2296998500824,0.0009999275207519531
9,131,ET + XGBoost + DNN,3,0.1119738740257058,0.16884904529186748,0.874129094789014,0.9352257559395571,0.9256813739941141,264.1314969062805,0.0009999275207519531
9,131,RF + ET + XGBoost + DNN,4,0.11352357744121506,0.1733822798203545,0.8672796387351931,0.9316177018493488,0.9208311825898994,408.0706043243408,0.0013895034790039062
10,157,RF,1,0.10851306831590368,0.16580120755767888,0.8786424262048134,0.9382992466544482,0.9359404376269437,145.0959918498993,0.0
10,157,ET,1,0.10731097128034593,0.15876149915275614,0.888729026094057,0.944156406208092,0.941094166952101,205.76962852478027,0.0
10,157,XGBoost,1,0.12516940565221457,0.17000923430718634,0.8724041558131338,0.9351709028814331,0.9236064208927264,25.490715742111206,0.0
10,157,DNN,1,0.4176467238685849,0.5836367798324729,-0.5037540570520402,0.5877006687344329,0.5939853261572415,33.868518590927124,0.0
10,157,RF + ET,2,0.10739562055132423,0.15611232492324442,0.8924114907493083,0.9451685726949841,0.9430162036550208,350.86661982536316,0.00099945068359375
10,157,RF + XGBoost,2,0.11235988486705754,0.15478525428141138,0.8942328805019506,0.9462229530699432,0.9422068818863426,170.58770775794983,0.0010001659393310547
10,157,RF + DNN,2,0.1085707854042981,0.16458306323991184,0.8804191078408036,0.9386382212521241,0.9367127323178851,178.96451044082642,0.0
10,157,ET + XGBoost,2,0.11295312386416419,0.1582493833458687,0.8894457202429286,0.9438567288904596,0.9374673886513266,231.26034426689148,0.0010001659393310547
10,157,ET + DNN,2,0.10833164162569202,0.15758926656315939,0.8903661222471856,0.9441557632859262,0.9410591810735496,239.6381471157074,0.0
10,157,XGBoost + DNN,2,0.12589231778251989,0.16955336414060365,0.8730875204907248,0.9352765546067274,0.9237182117077855,59.35923433303833,0.0009999275207519531
10,157,RF + ET + XGBoost,3,0.1114176947175133,0.15466443516349654,0.8943979311442326,0.9463474733186046,0.9421062974855071,376.3573360443115,0.0009999275207519531
